Date,ABT,AAPL,T,BAC,BRK-B,CVX,CSCO,C,KO,COP,XOM,GE,GS,GOOG,HPQ,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,ORCL,PEP,PFE,PG,SLB,VZ,WMT,WFC
20060227,0.01137245,-0.00657711,0.00730594,0.00574263,0.00625217,-0.00944914,0.00604534,-0.00145985,0.00703083,-0.01334308,-0.00835756,0.00534759,-0.00231314,0.03439322,0.04335167,0.00660288,0.00773908,0.00256410,-0.00187467,-0.00259740,0.00756794,0.01587302,0.00000000,-0.00056775,0.00897921,-0.00236924,-0.02335116,0.00739875,0.00697954,-0.00105559
20060228,-0.00613340,-0.03521623,-0.00634633,-0.00285492,-0.00310666,-0.01096002,0.01352028,-0.00877193,-0.01315789,-0.01500556,-0.00916086,-0.01347518,-0.01760614,-0.07111020,-0.01798450,-0.00481928,0.00438837,-0.00452489,-0.01046418,-0.00944010,-0.01433936,-0.00681090,-0.00325468,-0.00662753,-0.01545667,-0.02320058,-0.00328527,-0.01043680,-0.00884321,-0.00457908
20060301,-0.00411417,0.00890641,0.01824818,0.00546590,0.00121191,0.01354402,0.04051383,0.00344149,0.00816327,0.01335339,0.01645710,-0.00323508,0.01312781,0.00601180,0.03789075,-0.00430455,0.00928454,0.00019763,0.01193059,0.00065725,0.00311742,0.01008471,0.03183673,0.00228746,0.00237869,0.00299233,0.02655191,0.01484375,-0.00458163,0.00778485
20060302,-0.01265169,0.00738061,0.00672043,-0.00983691,0.00051876,-0.00404940,-0.00854701,-0.01028907,-0.00944669,0.01633259,0.00836820,0.00252434,0.00596928,0.03193531,0.00395497,0.00054039,-0.01461039,0.00059277,0.00053591,0.00000000,0.00448895,-0.00599042,-0.00079114,0.00057056,-0.00759374,-0.00932314,0.02854085,-0.00577367,-0.00193798,-0.01334270
20060303,0.00784519,-0.02715127,-0.01023587,0.00078431,0.00639475,-0.00081317,0.00766284,-0.00297030,-0.00272480,-0.00493061,0.00216489,0.00647482,0.01389391,0.00459556,-0.02696970,0.00027005,-0.00823723,-0.00375197,-0.00160686,-0.00229885,0.00206256,-0.00160707,-0.00079177,0.00342140,0.01099952,0.00207039,0.00659036,-0.01238870,0.00582524,-0.00035587
20060306,-0.00233524,-0.03307738,-0.03462230,0.00052247,0.00927357,-0.01953204,0.00047529,0.00372393,0.00355191,-0.03028079,-0.01638164,0.00107219,-0.00670901,-0.02665397,-0.01214575,0.00040497,-0.00110742,0.00654113,-0.00375536,-0.00526662,-0.00651801,-0.00080483,-0.00158479,0.00340974,-0.01371807,0.00000000,-0.03997243,0.00431203,-0.00458494,-0.00142399
20060307,-0.00338101,0.01267563,-0.01816488,0.00913838,0.00051046,-0.00954555,-0.00855107,0.00667821,-0.00353934,-0.01816805,-0.00219619,0.00178508,-0.00510167,-0.00991578,0.00315259,0.00364323,-0.01164080,0.00649862,0.00107701,-0.00099272,-0.00172652,0.00563834,0.00873016,0.00132150,0.00815348,0.01051841,-0.02117732,-0.00663544,0.00339394,0.01212121
20060308,-0.00104384,-0.00980244,0.00948767,0.00181113,0.00612245,-0.00356170,-0.00047916,0.00614251,0.01038251,0.00115652,-0.00238445,0.00819672,-0.01242236,-0.02900261,-0.00848523,0.01062113,-0.00280426,0.00880454,0.00295858,0.00132494,0.00449671,0.00680817,-0.00157356,0.00527903,-0.00095147,0.01282528,0.01045105,-0.00196464,0.00000000,-0.00140895
20060309,-0.00679206,-0.02634785,0.00610902,-0.00335744,0.00794456,-0.01219512,-0.02013423,-0.00415140,0.00405625,-0.00693107,-0.01323773,-0.00671615,-0.00555799,-0.03074489,0.00221870,-0.00146335,-0.01293588,-0.00737005,-0.01314025,-0.00430036,-0.00482094,-0.00914877,-0.00157604,0.00300075,0.00095238,0.00532208,-0.01125023,0.00433071,-0.00072481,-0.00776014
20060310,0.01683325,-0.01157516,0.01027557,0.00881057,0.00452792,-0.00681141,0.01859100,0.01078960,0.00861837,-0.00116324,0.00447177,0.01352313,-0.00117664,-0.01603499,0.00727388,0.00679456,0.00512821,0.01250488,0.00190217,0.00332226,0.00726644,0.00642312,0.00473560,0.00579656,-0.00428164,0.01387368,0.01853551,0.01803214,0.00193424,0.00533239
20060313,0.02302121,0.03940497,-0.00369857,-0.00025687,0.00333890,0.02036005,0.00192123,-0.00315381,0.00080107,0.01843944,0.00779076,0.00070225,-0.00574290,-0.00130370,0.00910518,0.00436681,-0.00623583,0.00077190,-0.00162734,-0.00960265,0.01271041,-0.00239330,0.00000000,0.00241681,-0.00430005,-0.00432121,0.00162162,0.00385060,-0.00120656,0.00176803
20060314,0.00505689,0.02496955,0.00742459,0.00693731,-0.00798669,0.02121403,0.01869607,0.00730105,0.00693703,0.01124452,0.01969446,0.00315789,0.06183353,0.04183231,0.00560050,0.01159420,0.00171135,0.00347088,0.00760663,-0.00167168,-0.00305292,0.00479808,0.00471328,-0.00092730,0.00000000,-0.03182640,0.02896204,0.00191791,0.00604011,0.00882457
20060315,0.00201258,-0.01619133,-0.00046062,0.00306201,-0.00268366,0.00267380,0.00894118,-0.00362406,-0.00132485,0.01375801,0.00342960,0.01888772,-0.00278959,-0.01896571,0.01454208,0.00599114,0.00797267,0.00864719,-0.00377460,0.01507033,0.00170126,0.00477517,0.02111024,-0.00612586,-0.00047985,-0.00186776,0.00069930,0.00000000,-0.00120077,-0.00034990
20060316,-0.00552347,-0.02898988,-0.00737327,0.00763165,0.00067272,0.02194872,-0.00886194,0.00654704,-0.00079597,0.01078267,0.01007375,-0.00102987,-0.00881181,-0.01663280,-0.00091491,-0.00608493,-0.01355932,0.00381025,0.00243572,0.00824810,0.00339674,-0.00356436,0.01990812,-0.00280164,0.00384061,-0.00842066,0.02707897,0.00382848,0.02284203,0.00070004
20060317,0.00403938,0.00544239,-0.00417827,0.00302954,-0.00470588,-0.00963468,0.01741176,0.00192725,0.00212427,-0.01563362,-0.00961710,0.00378007,0.01806251,0.00301089,0.00885226,0.00521037,-0.00572738,0.00531410,0.00188985,0.00098168,0.01049425,0.00834658,0.00750751,0.00280951,0.01291248,-0.00490659,-0.00442252,-0.00305111,0.00728726,0.00174886
20060320,-0.02061856,-0.01036189,-0.00652681,0.00000000,0.00810537,-0.00770166,0.00277521,-0.00024044,0.00238474,-0.01756353,-0.00629383,-0.00034235,0.01212835,0.02472115,-0.00574887,0.00336918,0.00403226,0.00226543,0.00134735,-0.01046093,0.00033501,0.01418999,0.00894188,-0.00336197,0.00283286,0.00132752,-0.02135657,-0.00573833,0.02287048,0.00104749
20060321,-0.00693196,-0.03406782,-0.00375411,-0.00704757,0.00067002,-0.00306373,-0.01245387,-0.00384800,-0.00317209,-0.01312286,0.00090481,-0.00479452,-0.01828266,-0.02375140,-0.01247718,0.00271213,0.00860585,0.00150688,-0.00618945,0.00495540,0.00636303,-0.00505247,-0.00738552,-0.00562219,-0.00612053,-0.00246212,0.00069832,0.00384763,0.00730094,-0.00383676
20060322,0.00361944,-0.00226501,0.00753650,0.00912548,0.00435219,-0.00143413,0.00046707,0.00965717,0.00053036,0.01657352,0.00542397,0.00550585,0.01618191,0.00088256,-0.00523883,0.00772798,0.00967008,0.00714689,0.02057947,-0.00295858,0.00965058,-0.02148438,0.02678571,0.00490011,0.00378967,0.00778432,-0.00505932,0.01341510,-0.00022650,0.00770308
20060323,-0.00489438,-0.02448516,0.00280505,-0.00627983,-0.00133333,0.00246204,-0.00046685,0.00215208,-0.00848131,0.01061611,0.00341665,-0.01163587,-0.00096094,0.00490859,-0.01084263,-0.01482618,-0.01352113,-0.00317460,0.00000000,-0.00725354,-0.00098879,-0.01077844,-0.01376812,-0.01144036,-0.00943841,-0.01412962,0.02437314,-0.00264750,0.00906208,-0.00625434
20060324,-0.00025887,-0.00332447,0.01398601,0.00429727,0.00433912,0.01657798,-0.00233536,0.00071582,0.00588078,0.01050460,-0.00143369,-0.00519391,0.00329784,0.06993477,0.00532415,0.00194603,-0.00513992,-0.00693143,0.00132661,0.00464962,-0.00395909,0.00564972,-0.00073475,0.00341491,-0.00524059,0.00152876,-0.00684697,0.00720516,-0.00718455,0.00034965
20060327,-0.00932160,-0.00750500,-0.00229885,-0.00176189,-0.00465271,0.01107308,0.01544944,-0.00357654,-0.00637789,0.02171895,0.00197416,-0.00452489,0.01862631,0.01063423,-0.00186916,-0.00336657,0.00746269,-0.00754575,0.00026497,-0.00462810,-0.00099371,0.00000000,0.00367647,-0.00586122,-0.00814176,-0.00763213,0.00620476,-0.00112952,-0.00497512,-0.00104858
20060328,-0.01150026,-0.01344312,-0.01059908,-0.01613717,-0.00033389,-0.00597372,-0.01659751,-0.00071788,-0.00534902,0.01017442,-0.00555257,-0.00559441,-0.00544538,0.02031432,-0.03152310,-0.00792517,-0.00854701,-0.00551226,-0.01324503,-0.00664231,-0.01027851,-0.00401284,-0.01758242,-0.00931913,-0.01786577,-0.01307441,0.01336074,-0.01093102,-0.00409091,-0.01329601
20060329,-0.00105764,0.06165900,0.00884956,-0.00205023,0.00016700,0.01342147,0.01125176,0.00047893,0.00000000,0.01654676,0.00540346,0.00984529,0.01777748,0.04713680,0.02030293,0.00851231,0.01206897,-0.00152905,0.00295302,0.00835841,0.00435511,0.00443191,0.00969426,-0.00057593,-0.00393314,0.00370154,0.01774848,0.01371951,0.00616157,0.00212766
20060330,-0.00635257,0.00673833,-0.00877193,-0.00770416,-0.00083486,-0.00217434,0.01854427,-0.00718047,-0.00107556,-0.00495400,-0.00250806,0.02123955,-0.00059773,-0.01655780,-0.00442198,0.00090897,-0.00567859,-0.00267994,-0.00347966,-0.00165782,-0.00533689,0.00802246,0.00369276,-0.00499424,-0.00197433,-0.00194099,0.01129381,-0.01503759,-0.00793831,-0.00106157
20060331,-0.00399574,-0.00047809,0.00046577,-0.00155280,0.00668449,-0.00911252,-0.01365498,-0.00120540,-0.00592194,-0.02062589,-0.00431034,0.00375043,0.00099681,0.00401606,0.01015228,-0.00882200,-0.01256425,-0.00230326,0.00268601,-0.00531385,-0.01073105,-0.00079586,-0.00588668,-0.00559846,-0.01088032,0.00000000,-0.01297422,-0.01259542,-0.00891632,-0.00389656
20060403,0.00989569,-0.00111607,-0.00325885,0.00311042,0.00000000,0.00639744,-0.00369174,0.00386194,0.00000000,0.01997095,0.00288600,-0.00271739,0.00736905,-0.00076923,0.01884422,0.00719895,-0.00578369,-0.00076953,0.00696491,0.01068447,0.00508475,0.01274393,0.00666173,0.00116482,0.00800000,0.00427849,0.00582363,0.01082335,-0.00991926,0.00711238
20060404,-0.00715042,-0.02362330,0.00653900,0.01343669,-0.00365206,0.00973381,-0.00138953,0.01683097,0.00514487,0.01139195,0.01169065,0.00034060,0.01818901,0.03756736,0.00493218,0.00467836,-0.00232693,-0.00596843,0.01622772,-0.00198216,0.00202361,0.00275265,0.00367647,-0.00077564,-0.00099206,0.00213013,0.02597188,0.00497132,-0.00582479,0.00847458
20060405,0.00160043,0.09874121,-0.00139211,0.00560938,-0.00366544,0.01003344,0.00602968,0.00118231,-0.00323276,0.02164731,0.00657778,-0.00817160,-0.00155340,0.00902706,0.01993865,0.00866641,0.00932945,-0.00716638,0.00654450,0.00430321,0.01447324,0.00392157,0.00805861,0.00135843,0.00297915,-0.00657005,0.01838117,-0.00456621,0.00796813,0.00385154
20060406,0.00505992,0.05996132,-0.01115242,-0.00760649,0.00000000,-0.00155824,-0.02351314,-0.00850260,-0.00621622,0.01033592,-0.00105970,0.00274631,0.00803838,0.00781882,-0.00751880,-0.00436009,-0.00519931,0.00175575,-0.00598179,-0.00593276,-0.03185136,-0.00664063,-0.01090116,0.00232558,-0.00297030,-0.00213966,-0.00300823,-0.01032110,-0.00651011,-0.00279037
20060407,-0.01828299,-0.02035373,-0.01127820,-0.00996423,-0.00602007,-0.01287554,-0.01746931,-0.00404955,-0.00815883,-0.01909633,-0.01219943,-0.01403629,-0.00630225,-0.01220877,-0.02151515,-0.01584235,-0.00696864,-0.01148978,-0.01386709,0.00795756,-0.01062371,-0.01140385,-0.00293902,-0.00386698,-0.01638530,-0.00370370,-0.02683818,0.00309000,-0.01170138,-0.00874432
20060410,0.00215924,-0.01604814,-0.00475285,-0.00129032,-0.00757066,0.01837945,0.00864969,0.00574025,0.00329038,0.01129845,0.00984428,-0.00312500,0.00899560,0.02516250,-0.00805203,-0.00458055,0.00584795,-0.00197006,0.00424516,0.01348684,-0.00173190,0.00159109,0.00515844,0.00504658,-0.00151439,-0.00234788,0.00212141,-0.00924143,-0.00686716,0.00035286
20060411,-0.01023431,-0.00990243,-0.00955110,-0.00258398,-0.01000170,-0.00446342,0.00190567,-0.00975030,-0.00464608,0.00979718,0.00106345,0.00383142,-0.02039638,-0.01613910,-0.01685919,-0.01143834,-0.00988372,0.00059218,-0.00660502,0.00584226,-0.01040944,-0.00595711,0.00073314,-0.00482812,-0.01213347,-0.01157090,-0.03028823,-0.02176448,-0.00453028,-0.00035273
20060412,0.00435374,-0.01882630,-0.00626808,0.00336788,-0.00684932,-0.01325536,-0.00047551,0.00288184,-0.00329489,-0.00051064,-0.00867564,0.01179736,0.00229163,-0.00173314,-0.00666878,-0.00505386,-0.00234880,0.00217005,0.00718085,-0.01032591,-0.00596073,0.00279664,-0.00439560,0.00116437,0.00307062,-0.00119048,-0.01578505,0.00834327,0.00886228,0.00035286
20060413,-0.00325115,-0.00359766,-0.00145560,0.00025820,-0.00241379,0.00197550,0.00761180,0.00933908,0.00247934,-0.00272480,0.00160743,-0.01646091,-0.00052260,-0.01660350,0.00895141,0.01523860,0.01706886,0.00059055,0.00686559,-0.00945549,0.00246914,-0.00478088,-0.00662252,-0.00019384,0.00306122,0.00317839,0.00545982,-0.00630418,-0.00284900,0.00388007
20060417,-0.00896983,-0.02497367,-0.00583090,-0.00542075,-0.00864155,0.00906940,-0.01510859,0.00640569,-0.00522121,0.01775956,0.00784593,-0.01778243,0.01575163,0.01158743,-0.01806084,-0.00421330,-0.01331019,-0.00452489,-0.00445843,-0.01547070,-0.00422238,-0.00840673,0.00444444,-0.00814269,-0.00254323,-0.01009901,0.00882403,-0.01030928,0.00119048,-0.00281096
20060418,0.01343939,0.02175590,0.02003910,0.01064106,-0.00627615,0.02618210,0.02924257,0.00259312,0.00635359,0.03372483,0.02406228,0.01774938,0.02226369,-0.00634187,0.04549855,0.02049451,0.01055718,0.00849802,0.01422550,0.00468071,0.02014134,0.01413000,0.01843658,0.01192338,0.02039776,0.00240048,0.03010934,0.02243590,0.01260404,0.00916138
20060419,-0.00811908,-0.00860767,-0.00766651,0.00179764,0.00736842,0.00228484,-0.00978109,-0.00517282,0.00933297,0.00194774,0.01192122,0.00034880,0.00906401,0.01548585,-0.01481481,-0.01736201,0.00870575,-0.00195963,0.00051948,0.00199667,-0.00207828,-0.00716561,0.02244750,0.00000000,-0.00449775,0.00379166,0.05062051,-0.01332288,0.00140911,-0.00488827
20060420,0.01364256,0.03015994,-0.01593433,0.00512689,-0.00034831,-0.01614742,-0.01081844,0.00141810,0.00299157,-0.01295966,-0.00580502,0.00697350,0.00898260,0.01096224,0.02506266,0.00184599,-0.00575374,0.00353426,-0.00051921,0.01560943,0.01735509,0.00000000,-0.01133144,-0.01332818,0.00502008,0.00337972,0.00481815,-0.00595711,-0.00140713,0.00456140
20060421,0.00215343,-0.00872394,0.00049068,0.01275185,0.00383275,0.02432902,-0.01664289,-0.00590040,0.00081345,0.03774824,0.01682981,-0.00450139,-0.01372488,0.05325301,-0.02536675,-0.00434325,-0.01967593,0.00254353,-0.00233766,-0.01373447,-0.00750597,0.00441059,0.00931232,-0.00176194,-0.00299700,0.00158510,0.00649652,-0.00119856,-0.01244716,0.00000000
20060424,-0.02041364,-0.01924224,0.00735655,0.00428104,-0.00277681,-0.00810556,-0.01885880,-0.00023742,-0.00677323,-0.03669144,-0.00912008,-0.00104348,-0.00325958,0.00777854,-0.00156789,0.00555188,-0.00826446,-0.00078064,0.00416558,-0.00994695,-0.01065658,-0.00159681,0.01419446,0.00117670,-0.00300601,0.00454995,0.00230521,-0.00680000,-0.00618312,0.00104785
20060425,0.00137099,0.00638783,0.00243427,0.00025075,0.00330665,-0.00950209,0.00887137,-0.01139872,-0.00518276,-0.02265638,-0.00698824,0.00104457,-0.01540784,-0.03028377,0.00314070,0.00683581,0.01309524,-0.00195313,-0.01063002,-0.01205626,-0.00382210,0.00000000,0.01119664,0.00391773,-0.00301508,0.01181568,0.00107329,0.00604108,0.00191433,-0.00034892
20060426,-0.00219058,0.02992293,0.02185527,0.01328654,0.01821336,-0.00306984,0.01270151,0.00624550,0.00904853,-0.01612632,-0.01338826,0.00486957,0.00364078,-0.00278584,-0.00626174,0.00822562,0.01762632,0.00567515,0.01022013,0.00779661,0.00244158,0.00000000,0.00484429,0.00624390,0.01008065,0.01284547,-0.00260377,0.01801441,0.00764270,0.00802792
20060427,0.02250274,0.01775495,0.00855513,0.02795646,-0.00715503,-0.00404157,0.01205982,0.01885892,0.00788043,-0.01434181,-0.01078636,0.00865351,0.00350029,-0.01394464,0.01386263,0.00634551,0.03002309,0.00175131,0.03035019,0.01513623,0.00800278,0.00519792,0.01446281,0.00387822,-0.00449102,0.00653344,-0.01197789,0.00707825,-0.00734771,0.02389197
20060428,0.01690821,0.01485006,-0.00659755,0.01780987,0.01304049,0.01739130,-0.00142993,0.03725398,-0.00215692,0.01073965,0.01055223,0.00446122,-0.02245053,-0.00497584,-0.02361715,-0.01840175,-0.00504484,-0.00058275,0.03247734,-0.00165673,-0.00517777,-0.11376293,-0.02308215,0.00270427,0.01904762,-0.00305460,0.02051601,-0.00859039,-0.01337154,0.02265810
20060501,-0.00976511,-0.01122319,-0.00189753,-0.01489714,0.00948509,0.00246914,0.00047733,-0.00971312,0.00027020,0.01336761,0.00539506,-0.00546635,-0.02393928,-0.04555678,0.00509230,-0.00131096,-0.02422535,-0.00038873,-0.01316752,-0.00564222,-0.00520472,0.00583483,-0.00069493,-0.00115585,-0.00836203,-0.00555343,0.02908925,-0.00748326,0.02008712,-0.01025132
20060502,-0.00399787,0.02902299,0.00000000,0.00576092,-0.00671141,0.02652520,0.02051527,0.00273723,0.00648298,0.02046339,0.01973343,0.00240467,0.01522100,-0.01027827,-0.00981634,0.00223156,0.00519630,0.00136107,0.01606128,0.00100134,0.00697593,-0.01160196,-0.00973574,-0.00385728,0.00248016,0.00385134,0.03122688,-0.00436508,0.00498221,-0.00133645
20060503,0.00214075,-0.00670204,-0.00617871,-0.00310263,-0.00236486,-0.01421189,0.00467508,0.00500455,-0.00751476,-0.02436195,-0.01391954,-0.00239890,0.00202959,-0.00159574,0.01630956,0.00340537,-0.01723148,-0.00543689,-0.00097276,0.01300433,-0.00935227,-0.03476298,-0.00772472,0.00871249,-0.00049480,-0.03241895,-0.00975890,0.00000000,0.01156752,-0.00033456
20060504,0.00667557,-0.00014057,-0.00286944,0.01292794,-0.01456146,0.00149785,0.01721731,-0.00928022,0.00378583,-0.01409886,-0.00723016,0.01167984,-0.00699118,0.00147145,0.01353052,-0.00326328,0.00935126,-0.00156189,0.00511198,0.00000000,0.00454545,0.01169317,-0.00212314,0.00499040,0.00198020,-0.00634417,-0.01507246,0.00478278,-0.00630105,0.01238286
20060505,0.00583554,0.01068466,0.00191847,0.01063578,0.01202749,0.00579548,-0.00503202,0.02010509,0.01481681,0.00465196,0.01092422,0.01052632,0.04020266,-0.00113996,0.01738590,0.01034573,0.00926462,0.00762612,0.02107048,0.01020408,0.00487296,0.01525659,0.01134752,0.00744843,0.00741107,-0.00239425,-0.00132431,0.00674336,0.01831846,0.00991736
20060508,-0.00712025,0.00000000,0.00670177,-0.00724977,0.00305603,-0.00557621,0.00045977,-0.00425532,0.01566233,0.00171497,-0.00445969,-0.00470430,-0.00525017,0.00121735,-0.00213610,-0.00103694,0.03040734,0.00019406,-0.01185958,0.00521342,-0.00069276,-0.00273224,-0.01542777,-0.00473934,0.00539480,0.01100000,-0.00677766,-0.00315209,0.00668819,-0.00687398
20060509,-0.00531208,-0.01196272,0.00618165,0.00164900,0.01049425,0.01383178,-0.00367647,0.00382366,0.00679561,0.00308166,0.00361819,0.00000000,0.01354445,0.03551345,-0.01987768,0.00402232,-0.01057906,-0.00601475,-0.00168027,0.01231767,-0.00069324,-0.00502283,-0.00854701,-0.00323810,-0.00146341,0.00276954,0.01127429,-0.00197628,0.00641466,-0.00131839
20060510,-0.01068091,-0.00605378,-0.00519849,-0.00047037,-0.00134003,0.00018437,-0.04289668,-0.00112032,-0.00207684,0.00802185,0.00394850,-0.00844024,-0.00997553,-0.01423679,-0.00124805,-0.00387697,-0.01575689,-0.00078079,-0.00216398,0.00352225,0.00693722,0.00642497,0.00933908,0.00229314,-0.00879336,-0.00276189,0.01789644,-0.01544554,-0.00182108,-0.00528053
20060511,0.00539811,-0.03470255,-0.00237530,-0.00941176,0.00201275,-0.00258065,-0.03373494,-0.01615074,-0.00468262,-0.01236031,-0.00649795,-0.00544774,-0.02934094,-0.03965457,-0.01655733,-0.00531915,-0.01143511,0.00898613,-0.01686747,-0.01691130,-0.00447813,-0.02279982,-0.02348754,-0.00838894,-0.00936422,-0.01226508,-0.02132872,-0.01367659,-0.01117446,-0.00696749
20060512,-0.01422819,-0.00660308,-0.01857143,-0.00997625,-0.00234349,-0.02125300,0.01446384,-0.01003192,-0.00444328,-0.02520144,-0.01927711,-0.00684697,-0.01991252,-0.03325581,-0.01238882,-0.00091300,-0.01619433,-0.00019361,-0.01838235,-0.01330737,-0.00622837,-0.00233318,0.00510204,0.00499904,-0.01243781,-0.01161626,-0.03710794,-0.00326264,-0.01499077,-0.00467758
20060515,0.02124183,0.00132939,0.00630762,0.00719770,0.00469799,-0.01340634,0.01081613,0.01059420,0.01758992,-0.02567710,-0.00386100,0.00827301,-0.01898481,0.00553284,-0.01543905,0.00613577,0.01469724,0.01936483,0.00499376,0.00263158,0.01149025,0.00280636,-0.00072516,0.01817486,0.01612091,0.01013171,-0.02691543,-0.00859247,0.01896511,0.00738503
20060516,0.00853333,-0.04145154,-0.00048216,0.00166746,0.00501002,0.00765550,-0.01702335,0.00068368,-0.00232198,0.01768953,-0.00052854,0.00649573,-0.00291981,-0.01302499,-0.01666122,-0.00882315,-0.01390498,0.00474924,-0.00496894,-0.00754593,0.01239243,-0.00606343,0.01596517,-0.00075160,0.00000000,0.00862588,-0.00031432,0.00577796,0.01355699,0.00399867
20060517,-0.01956637,0.00430902,-0.02604920,-0.02164090,0.00531738,-0.02583096,-0.00148441,-0.01434753,-0.00672356,-0.01755942,-0.02873259,-0.01052989,-0.02935168,0.00861837,0.03388704,-0.01086530,-0.02056404,-0.00207979,-0.02397004,-0.00429752,-0.02210133,-0.01173158,-0.02428571,-0.00018804,-0.02528508,-0.01272872,-0.01556359,-0.02831350,-0.02221718,-0.02124129
20060518,0.00323625,-0.03187251,-0.01436355,-0.00899368,0.01487603,-0.00409437,0.00545094,-0.00207948,0.00000000,-0.01119336,-0.00490018,-0.00789564,-0.00799832,-0.00937250,0.00996144,-0.00754367,-0.00059988,0.00018947,-0.01176772,-0.00332005,0.02294854,0.00427350,-0.00512445,-0.01617453,-0.01576806,-0.00805802,-0.02331523,-0.01309122,0.00811500,-0.01220753
20060519,-0.00349462,0.02105097,0.02160804,0.00294334,-0.00358306,-0.00391543,0.02858551,0.00138921,0.00234314,0.00456454,0.00930148,0.00034602,0.01619634,-0.00261463,-0.01431753,-0.00466729,-0.01560624,-0.00397803,0.00000000,-0.00832778,-0.02039429,-0.01182033,-0.00515085,-0.00152934,-0.00258398,-0.01340374,0.00310661,0.01626016,0.00229991,0.00617920
20060522,-0.00161856,-0.01751666,-0.00147565,-0.00024456,0.01029748,-0.00432390,-0.01293723,0.00092486,-0.00103896,-0.00254453,0.00560173,-0.00276721,-0.02178452,0.00251338,0.00516462,-0.00321543,-0.01890244,-0.00076075,-0.00232980,-0.00369499,0.00000000,0.01387560,-0.01109467,0.01148765,-0.00414508,0.00247015,-0.01727791,-0.00336842,0.00045893,0.00852951
20060523,-0.00027020,-0.00362891,0.00049261,-0.00048924,-0.01666397,-0.00197394,-0.01116505,-0.00646801,-0.00052002,0.00218659,-0.00646900,-0.00173430,-0.01679118,0.01248147,-0.00224791,-0.00241935,-0.00372902,0.00247431,-0.01115724,-0.01449764,0.00069396,-0.00377537,-0.00598355,0.00776074,0.01144641,0.00390144,0.00613700,0.00253485,0.00366972,0.00372124
20060524,0.01000000,0.00300871,0.00837026,0.00513950,0.01480750,-0.00870253,0.00589102,0.00279005,0.01040583,-0.02472727,-0.00488334,0.00764420,0.00151965,0.01509665,0.00804635,-0.00053894,-0.00311915,0.01310044,-0.00052480,-0.01744783,-0.01456311,0.03126480,0.02257336,0.01051841,-0.00668724,0.00593168,-0.01038576,-0.00379267,0.01074040,0.00168520
20060525,0.00829542,0.01562993,0.00927734,0.00876552,-0.00551232,0.03292099,0.00146413,0.00834686,0.00772400,0.02609993,0.02362777,0.00448276,0.02362717,0.00456393,-0.00287356,0.00444864,0.00876095,0.00056222,0.01680231,0.00940111,0.01337087,0.01010565,0.02133922,0.00334572,0.00051787,0.00813339,0.03248376,0.01269036,0.02961791,0.00134590
20060526,0.00398089,-0.01212498,0.02080310,0.00965484,0.00000000,0.00579486,-0.01023392,0.01034721,0.00255493,0.01126453,0.00106534,-0.00274631,0.03818734,-0.00428210,0.00832533,0.00764998,0.00930521,0.00393332,0.00877872,-0.01034840,0.00486111,-0.00090950,-0.00144092,0.00166728,0.00621118,-0.00242033,0.00016134,0.01086048,0.00395257,0.00235215
20060530,-0.00317209,-0.03666404,-0.01469194,-0.01362658,-0.00114118,-0.02323795,-0.02658789,-0.01115157,-0.01834862,-0.02317643,-0.02234835,-0.00791738,-0.02039706,-0.02467549,-0.01905367,-0.00732552,-0.02212661,-0.01380597,-0.01842846,-0.00592541,-0.04111956,-0.02412381,-0.00216450,-0.00388385,-0.01748971,-0.01354630,-0.01758348,-0.01818182,-0.02712161,-0.01475025
20060531,0.00371254,-0.02368507,0.00817701,0.00412021,0.00179533,0.02300433,-0.00455235,0.00575374,0.00830737,0.02115137,0.01179245,0.00624566,0.00749584,-0.00032263,0.01424409,-0.00322018,0.01131364,0.00624291,0.00495437,0.01367461,0.01621622,-0.02145522,0.01446132,0.00055700,0.00366492,-0.00245952,0.02249589,0.00968013,0.00314748,0.00170126
20060601,0.01215324,0.04015392,0.03291985,0.00627565,-0.00130336,0.00326735,0.04166667,0.01075515,-0.00257467,0.00648415,0.00322754,0.00827586,0.01722238,0.02904631,0.00159591,0.00982636,0.00124301,0.00714420,0.02179554,0.01556555,0.01524823,0.00762631,0.00000000,0.01057710,0.00991132,0.00431477,-0.00562068,0.02417674,-0.00134469,0.01936141
20060602,-0.00208823,-0.00820331,-0.00692841,0.01127369,-0.00293638,0.01283525,-0.00292683,0.00611275,-0.00077439,0.01270580,0.00875782,0.00307798,0.00352160,-0.00831112,-0.00095602,-0.01452946,0.01055245,0.00149337,0.00533266,-0.00510899,0.00454069,-0.00283822,-0.00498931,-0.00697760,0.01239669,-0.00981997,0.01501938,-0.00081400,-0.01144524,0.00733089
20060605,-0.01543291,-0.02692183,-0.00465116,-0.01043643,0.00081806,-0.02307547,-0.02739726,-0.01035104,-0.01033325,-0.03057077,-0.02586818,-0.01261507,-0.02395735,-0.01317731,-0.02488038,-0.00568105,-0.01351351,-0.01006524,-0.01919677,-0.01095515,-0.01425591,-0.01138520,-0.02077364,-0.01516272,-0.01020408,-0.01425620,-0.04216388,-0.01221996,-0.01339387,-0.01190870
