Date,ABT,AAPL,T,BAC,BRK-B,CVX,CSCO,C,KO,COP,XOM,GE,GS,GOOG,HPQ,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,ORCL,PEP,PFE,PG,SLB,VZ,WMT,WFC
20060118,0.00387275,-0.02620706,-0.00101317,-0.00131683,0.00713558,-0.01548631,0.00267666,-0.00142721,-0.00500974,-0.01363718,-0.01398852,-0.00340716,-0.00165354,-0.04752628,0.00032723,0.00964798,-0.11431103,0.01476912,-0.01095506,0.01160862,-0.00545256,-0.00604351,-0.00814996,-0.00077131,-0.01139896,0.00518433,0.00564093,-0.01045588,0.00510949,0.01573363
20060119,0.00771562,-0.04182325,0.00304260,-0.00263713,-0.00016869,0.01150969,0.01548318,-0.00881372,0.00251748,0.01255230,0.01364132,-0.00410256,0.01096301,-0.01901508,0.01799149,-0.00852273,-0.00900450,-0.00036846,-0.00568020,0.00590164,0.00877193,0.00729631,0.01479047,-0.00096488,0.04035639,-0.00286533,0.05280464,0.00887574,0.01355604,-0.01548991
20060120,-0.02871206,-0.03732287,-0.00758342,-0.02088842,-0.00725494,-0.00777546,-0.02681388,-0.04686373,-0.02036830,0.00682716,-0.01579042,-0.03776176,-0.01591512,-0.08475198,-0.01542416,-0.02083876,-0.02877335,-0.02193144,-0.02570694,0.01890482,-0.00217391,-0.02253521,-0.01862348,-0.01796407,-0.01057935,-0.01130268,0.06430277,-0.01550063,-0.01743492,-0.01756312
20060123,0.00394144,0.02076488,-0.01018849,-0.00513097,-0.00084976,0.01777523,-0.01890870,0.00680787,0.00996867,0.00410421,0.01112124,-0.00214056,0.01086095,0.07019476,-0.01272846,0.00066507,-0.01871102,0.00640663,0.00586338,-0.00415867,-0.01270879,-0.00247015,0.00082508,0.00373721,0.00712831,-0.00348770,0.03072674,0.00212766,0.00559067,0.00186220
20060124,-0.01121705,-0.02098622,0.00823469,0.00624321,0.00289165,-0.00262911,0.00936123,0.00025044,0.01015228,-0.00675315,-0.00396682,-0.01001073,0.00094110,0.03632749,0.00099174,-0.00691214,-0.00317797,-0.02995694,-0.00437190,0.00385480,-0.00147113,-0.00247627,-0.00741962,0.00940623,-0.01162791,0.00388878,-0.01925976,-0.00382166,0.01039401,-0.00037175
20060125,0.05275099,-0.02419779,0.02246044,0.00890208,0.00576662,-0.01261533,0.01309329,0.00475714,0.00586265,-0.01449275,-0.01230992,-0.00613940,0.00423098,-0.02263955,0.02377807,0.00080311,-0.00318810,-0.01447597,0.00966042,-0.01920000,0.01252302,0.00455110,0.02491694,-0.00698893,0.00971867,0.01045904,-0.02339481,0.01619778,0.00550239,0.00669394
20060126,0.02720905,-0.02520216,0.01198203,0.00588235,-0.00809444,-0.01697178,0.00053850,0.01669574,0.00804885,0.00726216,-0.00439883,0.00799419,0.02878989,0.00293303,-0.01612903,-0.00240738,0.01332623,0.00235018,0.02899391,-0.00652529,0.02291742,0.00370675,-0.00567261,-0.00410557,0.00861196,0.00594211,0.03025004,0.00922819,0.00761361,0.00886590
20060127,-0.00734330,-0.00414766,0.01480020,-0.00212653,-0.00102006,0.00252182,0.01076426,-0.00294118,0.01183921,0.01676280,0.02245950,-0.00216294,0.01114819,-0.00179612,-0.00983607,0.00375385,0.00841662,0.00117233,0.00394477,0.00328407,0.02204836,0.04883053,-0.00244499,0.01393797,0.03766951,0.01562500,0.02443992,0.01454697,-0.01038961,0.00219700
20060130,-0.00132100,0.04123282,0.00631988,-0.00719233,-0.00340368,0.00619195,0.00585729,-0.00098328,-0.00517007,0.00265910,0.02970832,-0.00072254,0.00675017,-0.01538674,-0.00033113,0.00747963,-0.00104330,-0.00526932,0.00252596,-0.00098200,-0.00695894,0.00743349,0.01633987,-0.00968054,-0.00193611,-0.01013133,0.02567926,-0.00737403,0.01240754,-0.00365364
20060131,0.00476190,0.00680000,-0.00386473,-0.00563456,0.00136612,-0.02250000,-0.01694018,-0.00516732,-0.00875274,-0.00848656,-0.00577024,-0.00542299,0.00983387,0.01368258,-0.00298112,-0.00397720,-0.01827676,-0.01471454,-0.00251960,0.00000000,0.00140154,0.00543689,-0.00321543,-0.00782014,-0.01018429,0.00170584,-0.02455177,-0.00742881,-0.00636342,-0.00183352
20060201,-0.00105319,-0.00119190,0.02279340,-0.00620615,-0.00579809,-0.01160732,0.00053850,-0.00544150,0.00275938,-0.00427960,-0.01266268,0.01199564,0.00324603,-0.07137244,0.00166113,0.00785305,0.01382979,0.00557547,0.00336795,0.01867628,0.00454864,-0.00386250,0.00080645,0.00157635,0.01469868,0.00983917,-0.03328366,0.00457380,0.00047438,0.00000000
20060202,-0.01581444,-0.04402015,-0.00094832,-0.01167526,-0.00274443,-0.00318471,-0.01130248,-0.01442427,-0.00660429,-0.00161175,0.00000000,-0.00718391,0.00573572,-0.01428643,-0.01028192,-0.00871632,-0.01626443,-0.00356436,0.00279720,-0.00611129,-0.02438175,-0.01318340,-0.01531023,0.00314775,-0.01062289,-0.00281057,-0.00873587,-0.00827815,0.00308203,-0.00844967
20060203,0.00160686,-0.00346741,0.00996678,-0.00796703,-0.00515996,-0.01717252,-0.01197605,-0.00252334,-0.00831025,-0.02816143,-0.00908443,-0.00144718,0.00153542,-0.03658721,-0.01139410,-0.01545430,-0.01706667,-0.00476948,-0.01143654,0.01456311,0.01713674,-0.00471513,-0.01391162,-0.00196117,-0.01952172,0.00056370,0.00224641,0.00208681,-0.01701725,-0.00444609
20060206,-0.00160428,-0.06332637,0.00986842,0.00636943,-0.00242047,0.02316132,-0.01763085,0.00252972,0.00139665,0.00406054,0.00934747,-0.00326087,0.00058403,0.00930415,-0.00949153,-0.00581867,-0.00651112,-0.00918530,-0.00253950,0.00446571,-0.01649702,-0.01342282,0.00331950,-0.01002162,-0.00746640,0.00169014,0.01896552,-0.00166597,-0.00889637,0.00037216
20060207,-0.00723085,0.00445765,-0.00465333,0.00275179,-0.00294627,-0.01866561,0.01458216,-0.00277567,0.00223152,-0.04227941,-0.02279608,-0.01344965,-0.02342040,-0.04461179,0.00342231,0.00435552,0.00327690,-0.00080613,-0.00452617,0.00158781,-0.00392577,-0.00880352,0.00909843,0.00158793,0.00401204,-0.00768654,-0.05786802,-0.00166875,-0.00776322,0.00111607
20060208,-0.00107904,0.01789941,0.00748013,0.00411636,0.00538849,0.00263051,0.07241570,0.00683198,0.00473142,0.00153551,0.00255149,0.01326455,0.01195368,0.00315286,0.05388813,0.01436509,0.00000000,0.03166599,0.00880932,0.00475587,0.01755643,-0.00080743,0.01639344,0.00753072,0.05694306,0.00245607,0.01454741,0.03468450,0.01491443,0.00334448
20060209,0.00189036,-0.05609650,0.00000000,0.00382618,-0.00034578,-0.01715439,0.00773196,0.00955014,-0.00554017,-0.01494826,-0.00781676,0.00545455,-0.00206718,-0.02793432,-0.01294498,-0.00494322,0.01578661,-0.00078201,0.00422535,-0.00157778,0.00140845,-0.00929293,0.00967742,0.00747443,-0.00094518,0.00245006,-0.02602230,0.00201939,0.00650446,-0.00185185
20060210,0.00781671,0.03633564,0.01299304,0.00190580,0.00172951,-0.00492813,0.01074169,0.00373413,0.00389972,0.00097276,-0.00806156,0.01121157,-0.00029592,0.01070324,-0.00262295,0.01168099,0.01393355,-0.00273919,0.00364656,0.00094817,-0.00070323,0.00081566,0.00000000,0.00370949,-0.02507096,0.00131604,0.02744457,0.01571947,0.00119674,0.00816327
20060213,0.00829099,-0.03862725,0.00641319,-0.00489130,0.00725138,0.00000000,-0.01062753,-0.00620040,-0.00998890,0.00155491,0.00277059,-0.00107296,-0.00821431,-0.04663412,0.00723208,-0.01101526,-0.00739958,0.00176574,-0.00363331,0.00063151,0.00000000,-0.01100244,-0.01597444,-0.00564093,-0.00388161,-0.00431844,-0.01167522,-0.00714286,-0.00525938,-0.00110416
20060214,0.02122016,0.04527894,0.02321347,0.01037684,0.00342818,-0.00784152,0.00767263,0.00973297,0.01457399,-0.00426936,-0.00073678,0.00644468,0.01522161,-0.00688458,0.02349869,0.00805153,0.01118211,0.00940071,0.00841515,0.00031556,0.01055595,0.00988875,-0.00730519,0.00606416,-0.00340964,0.00678861,-0.02577412,0.01758593,0.02066811,0.01621223
20060215,0.00961039,0.02335896,0.00088968,0.00459459,-0.00409976,0.00415973,0.01218274,0.00271873,0.00000000,-0.00877022,0.00350230,0.00000000,0.02366603,-0.00273797,-0.02519133,-0.00292865,-0.00105319,0.00097012,0.00528512,-0.00977918,0.01775766,0.01183191,0.00081766,-0.00116663,0.00439883,0.00449522,-0.01929083,0.01885310,0.00941841,0.01341552
20060216,0.00463082,0.01950303,0.00444444,0.00753296,-0.00343053,0.00621375,0.00200602,0.00419029,0.00607735,0.02713331,0.00808229,-0.00320171,0.00524124,0.07033121,0.07425581,0.00080107,0.00000000,-0.00213220,0.01245158,0.00987576,0.01950051,-0.00241935,0.00245098,0.01421063,0.00778589,0.01025545,0.01217685,0.01156515,-0.00559832,0.00715564
20060217,-0.00051216,-0.00396769,-0.00575221,-0.00080107,-0.00172117,0.01543845,-0.00600601,-0.00441826,0.00466776,0.01990812,0.00510204,0.00749465,-0.00242840,0.00624898,0.00152253,-0.00253469,-0.03479178,0.00155400,-0.00081990,-0.00851735,0.00201342,-0.00404204,-0.00325998,0.00364683,0.00048286,0.00442968,0.00407181,0.00685976,-0.01125968,-0.00532860
20060221,-0.00794261,-0.01721440,-0.00489542,-0.00240513,-0.00551724,0.01277113,-0.01409869,-0.00147929,0.00163979,0.02852853,0.00344453,-0.00743889,-0.01439106,-0.00585763,-0.04591061,-0.00254113,0.00054615,0.00116369,-0.00218818,-0.01113586,-0.01272605,-0.00608766,-0.00490597,-0.00133869,-0.00675676,-0.00183756,0.03520737,-0.01249054,-0.00782918,-0.00142857
20060222,-0.00206612,0.03242617,0.00357782,0.01178677,-0.00069348,-0.01140913,0.00459653,0.01555556,0.00545703,-0.01478102,-0.00831075,0.00856531,0.01452855,-0.00300063,0.01338432,0.01045857,-0.02237991,-0.00193723,0.01754386,0.00836551,0.00915875,0.00694161,0.01150370,0.00268097,0.02137998,0.01730486,-0.01264245,-0.01034879,-0.00573888,0.01394850
20060223,-0.01061077,0.00602916,-0.01069519,0.00661901,-0.00034698,-0.00182223,0.00254194,-0.00170192,-0.00135685,-0.00740878,-0.00710512,-0.00389243,-0.01081197,0.03441955,-0.01729560,-0.01406582,0.00670017,-0.00737578,-0.00727371,-0.01021059,-0.01411765,-0.00243309,-0.00649878,0.01126814,-0.00190295,-0.00741947,-0.00108206,-0.00193648,0.00481000,0.00000000
20060224,0.01203244,-0.00404181,-0.01351351,0.00762756,-0.00069420,0.00892495,0.00659229,0.00097418,0.00489130,0.02089942,0.00990826,-0.00355240,0.00137532,-0.00177216,-0.01088000,-0.00121131,0.00332779,-0.00860383,0.01329715,-0.00709220,-0.00886464,-0.00121951,0.00490597,-0.00207743,0.00857960,0.00036463,0.01281820,-0.00349243,-0.00550503,0.00246914
